k_id	work	k	genre	year	mov_id	mov	tempo	time_sig	key	exp_beg	exp_len	tot_cads	cad_no	cad_type	next_key	elided	arr_m	arr_beat	end_m	end_beat	cad_len
48	Symphony	48	Symphony	1768	45	IV	Molto allegro	12/8	D	1	29	6	3	K3	V	false	11	3.00	12	1.00	3.00
48	Symphony	48	Symphony	1768	45	IV	Molto allegro	12/8	D	1	29	6	4	K4	V	true	24	3.00	24	3.00	0.00
48	Symphony	48	Symphony	1768	45	IV	Molto allegro	12/8	D	1	29	6	5	K4	V	false	28	3.00	28	3.33	0.50
48	Symphony	48	Symphony	1768	45	IV	Molto allegro	12/8	D	1	29	6	6	K4	 	false	29	3.00	30	1.00	3.00
50	Bastien und Bastienne	50 (46b)	Opera	1768	46	Overture	Allegro	3/4	G	1	31	4	1	K1	I	true	14	1.00	14	1.00	0.00
50	Bastien und Bastienne	50 (46b)	Opera	1768	46	Overture	Allegro	3/4	G	1	31	4	2	K2	V	true	18	1.00	18	1.00	0.00
50	Bastien und Bastienne	50 (46b)	Opera	1768	46	Overture	Allegro	3/4	G	1	31	4	3	K3	V	false	19	1.00	20	1.00	3.00
50	Bastien und Bastienne	50 (46b)	Opera	1768	46	Overture	Allegro	3/4	G	1	31	4	4	K4	 	false	31	1.00	31	2.00	1.00
63	Cassation	63	Cassation/Serenade/Divertimento	1769	47	II	Allegro	4/4	G	1	26	5	1	K1	I	false	5	1.00	6	1.00	4.00
63	Cassation	63	Cassation/Serenade/Divertimento	1769	47	II	Allegro	4/4	G	1	26	5	2	K2	V	false	11	1.00	12	1.00	4.00
63	Cassation	63	Cassation/Serenade/Divertimento	1769	47	II	Allegro	4/4	G	1	26	5	3	K3	V	true	13	1.00	13	1.00	0.00
63	Cassation	63	Cassation/Serenade/Divertimento	1769	47	II	Allegro	4/4	G	1	26	5	4	K4	V	true	21	1.00	21	1.00	0.00
63	Cassation	63	Cassation/Serenade/Divertimento	1769	47	II	Allegro	4/4	G	1	26	5	5	K4	 	false	25	1.00	27	1.00	8.00
68	Sonata for Organ and Orchestra	68 (41i)	Church sonata	1772	48		Allegro	4/4	Bb	1	26	4	1	K1	I	true	10	1.00	10	1.00	0.00
68	Sonata for Organ and Orchestra	68 (41i)	Church sonata	1772	48		Allegro	4/4	Bb	1	26	4	2	K2	V	false	11	1.00	14	1.00	12.00
68	Sonata for Organ and Orchestra	68 (41i)	Church sonata	1772	48		Allegro	4/4	Bb	1	26	4	3	K4	V	true	20	1.00	20	1.00	0.00
68	Sonata for Organ and Orchestra	68 (41i)	Church sonata	1772	48		Allegro	4/4	Bb	1	26	4	4	K4	 	false	26	1.00	27	1.00	4.00
69	Sonata for Organ and Orchestra	69 (41k)	Church sonata	1772	49		Allegro	4/4	D	1	28	4	1	K1	I	true	11	1.00	11	1.00	0.00
69	Sonata for Organ and Orchestra	69 (41k)	Church sonata	1772	49		Allegro	4/4	D	1	28	4	2	K2	V	false	14	1.00	14	2.00	1.00
69	Sonata for Organ and Orchestra	69 (41k)	Church sonata	1772	49		Allegro	4/4	D	1	28	4	3	K3	V	false	15	1.00	15	3.00	2.00
69	Sonata for Organ and Orchestra	69 (41k)	Church sonata	1772	49		Allegro	4/4	D	1	28	4	4	K4	 	false	27	1.00	29	1.00	8.00
73	Symphony	73 (75a, 73)	Symphony	1772	50	I	Allegro	4/4	C	1	45	7	1	K1	I	true	5	3.00	5	3.00	0.00
73	Symphony	73 (75a, 73)	Symphony	1772	50	I	Allegro	4/4	C	1	45	7	2	K2	V	true	11	3.00	11	3.00	0.00
73	Symphony	73 (75a, 73)	Symphony	1772	50	I	Allegro	4/4	C	1	45	7	3	K3	V	false	14	1.00	16	1.00	8.00
73	Symphony	73 (75a, 73)	Symphony	1772	50	I	Allegro	4/4	C	1	45	7	4	K4	V	true	27	1.00	27	1.00	0.00
73	Symphony	73 (75a, 73)	Symphony	1772	50	I	Allegro	4/4	C	1	45	7	5	K4	V	true	33	1.00	33	1.00	0.00
73	Symphony	73 (75a, 73)	Symphony	1772	50	I	Allegro	4/4	C	1	45	7	6	K4	V	true	43	1.00	43	1.00	0.00
73	Symphony	73 (75a, 73)	Symphony	1772	50	I	Allegro	4/4	C	1	45	7	7	K4	 	false	45	1.00	46	1.00	4.00
74	Symphony	74	Symphony	1770	51	I	Allegro	4/4	G	1	54	6	1	K1	I	true	13	1.00	17	1.00	16.00
74	Symphony	74	Symphony	1770	51	I	Allegro	4/4	G	1	54	6	2	K2	V	true	23	1.00	23	1.00	0.00
74	Symphony	74	Symphony	1770	51	I	Allegro	4/4	G	1	54	6	3	K3	V	false	25	1.00	26	3.00	6.00
74	Symphony	74	Symphony	1770	51	I	Allegro	4/4	G	1	54	6	4	K4	V	false	37	1.00	37	2.00	1.00
74	Symphony	74	Symphony	1770	51	I	Allegro	4/4	G	1	54	6	5	K4	V	true	48	1.00	48	1.00	0.00
74	Symphony	74	Symphony	1770	51	I	Allegro	4/4	G	1	54	6	6	K4	 	false	54	1.00	54	4.00	3.00
74g	Symphony	Anh. 216 (74g, Anh. C 11.03) 	Symphony	1771	52	I	Allegro	3/4	Bb	1	69	4	1	K1	I	true	14	1.00	14	1.00	0.00
74g	Symphony	Anh. 216 (74g, Anh. C 11.03) 	Symphony	1771	52	I	Allegro	3/4	Bb	1	69	4	2	K2	V	false	20	1.00	28	1.00	24.00
74g	Symphony	Anh. 216 (74g, Anh. C 11.03) 	Symphony	1771	52	I	Allegro	3/4	Bb	1	69	4	3	K3	V	false	42	1.00	48	1.00	18.00
74g	Symphony	Anh. 216 (74g, Anh. C 11.03) 	Symphony	1771	52	I	Allegro	3/4	Bb	1	69	4	4	K4	 	false	68	1.00	70	1.00	6.00
74g	Symphony	Anh. 216 (74g, Anh. C 11.03) 	Symphony	1771	53	IV	Molto allegro	2/4	Bb	1	56	5	1	K1	I	true	13	1.00	13	1.00	0.00
74g	Symphony	Anh. 216 (74g, Anh. C 11.03) 	Symphony	1771	53	IV	Molto allegro	2/4	Bb	1	56	5	2	K2	V	true	19	1.00	19	1.00	0.00
74g	Symphony	Anh. 216 (74g, Anh. C 11.03) 	Symphony	1771	53	IV	Molto allegro	2/4	Bb	1	56	5	3	K3	V	false	21	1.00	22	1.00	2.00
74g	Symphony	Anh. 216 (74g, Anh. C 11.03) 	Symphony	1771	53	IV	Molto allegro	2/4	Bb	1	56	5	4	K4	V	true	37	1.00	37	1.00	0.00
74g	Symphony	Anh. 216 (74g, Anh. C 11.03) 	Symphony	1771	53	IV	Molto allegro	2/4	Bb	1	56	5	5	K4	 	false	53	1.00	57	1.00	8.00
75	Symphony	75 	Symphony	1771	54	I	Allegro	3/4	F	1	57	4	1	K1	I	false	16	1.00	17	1.00	3.00
75	Symphony	75 	Symphony	1771	54	I	Allegro	3/4	F	1	57	4	2	K2	V	false	20	1.00	21	1.00	3.00
75	Symphony	75 	Symphony	1771	54	I	Allegro	3/4	F	1	57	4	3	K3	V	false	32	2.00	39	1.00	20.00
75	Symphony	75 	Symphony	1771	54	I	Allegro	3/4	F	1	57	4	4	K4	 	true	56	1.00	56	1.00	0.00
75	Symphony	75 	Symphony	1771	55	IV	Allegro	3/8	F	1	47	3	1	K1	I	false	18	1.00	19	1.00	1.50
75	Symphony	75 	Symphony	1771	55	IV	Allegro	3/8	F	1	47	3	2	K4	V	false	40	1.00	44	1.00	6.00
75	Symphony	75 	Symphony	1771	55	IV	Allegro	3/8	F	1	47	3	3	K4	 	false	47	1.00	48	1.00	1.50
76	Symphony	76 (42a) 	Symphony	1767	56	I	Allegro maestoso	4/4	F	1	33	4	1	K1	I	true	9	1.00	9	1.00	0.00
76	Symphony	76 (42a) 	Symphony	1767	56	I	Allegro maestoso	4/4	F	1	33	4	2	K2	V	false	16	1.00	17	1.00	4.00
76	Symphony	76 (42a) 	Symphony	1767	56	I	Allegro maestoso	4/4	F	1	33	4	3	K4	V	true	31	1.00	31	1.00	0.00
76	Symphony	76 (42a) 	Symphony	1767	56	I	Allegro maestoso	4/4	F	1	33	4	4	K4	 	false	33	1.00	34	1.00	4.00
76	Symphony	76 (42a) 	Symphony	1767	57	IV	Allegro	2/4	F	1	42	3	1	K1	I	false	8	1.00	9	1.00	2.00
76	Symphony	76 (42a) 	Symphony	1767	57	IV	Allegro	2/4	F	1	42	3	2	K2	V	false	16	1.00	21	1.00	10.00
76	Symphony	76 (42a) 	Symphony	1767	57	IV	Allegro	2/4	F	1	42	3	3	K4	 	false	42	1.00	43	1.00	2.00
80	String Quartet	80 (73f)	String quartet	1770	58	II	Allegro	4/4	G	1	35	3	1	K1	I	false	13	1.00	13	1.50	0.50
80	String Quartet	80 (73f)	String quartet	1770	58	II	Allegro	4/4	G	1	35	3	2	K2	V	false	15	1.00	16	1.00	4.00
80	String Quartet	80 (73f)	String quartet	1770	58	II	Allegro	4/4	G	1	35	3	3	K4	 	false	33	1.00	36	1.00	12.00
81	Symphony	81 (73l) 	Symphony	1770	59	I	Allegro	4/4	D	1	46	5	1	K1	I	false	10	1.00	12	1.50	8.50
81	Symphony	81 (73l) 	Symphony	1770	59	I	Allegro	4/4	D	1	46	5	2	K2	V	false	14	1.00	15	1.00	4.00
81	Symphony	81 (73l) 	Symphony	1770	59	I	Allegro	4/4	D	1	46	5	3	K4	V	true	21	1.00	21	1.00	0.00
81	Symphony	81 (73l) 	Symphony	1770	59	I	Allegro	4/4	D	1	46	5	4	K3	V	false	29	1.00	36	1.00	28.00
81	Symphony	81 (73l) 	Symphony	1770	59	I	Allegro	4/4	D	1	46	5	5	K4	 	false	46	1.00	47	1.00	4.00
81	Symphony	81 (73l) 	Symphony	1770	60	III	Molto allegro	3/8	D	1	76	5	1	K1	I	true	17	1.00	17	1.00	0.00
81	Symphony	81 (73l) 	Symphony	1770	60	III	Molto allegro	3/8	D	1	76	5	2	K1	I	true	33	1.00	41	1.00	12.00
81	Symphony	81 (73l) 	Symphony	1770	60	III	Molto allegro	3/8	D	1	76	5	3	K2	V	false	45	1.00	49	1.00	6.00
81	Symphony	81 (73l) 	Symphony	1770	60	III	Molto allegro	3/8	D	1	76	5	4	K4	V	false	65	1.00	65	1.33	0.50
81	Symphony	81 (73l) 	Symphony	1770	60	III	Molto allegro	3/8	D	1	76	5	5	K4	 	false	76	1.00	77	1.00	1.50
84	Symphony	84 (73q) 	Symphony	1770	61	I	Allegro	4/4	D	1	62	7	1	K1	I	false	8	3.00	9	1.00	2.00
84	Symphony	84 (73q) 	Symphony	1770	61	I	Allegro	4/4	D	1	62	7	2	K1	I	true	17	1.00	25	1.00	32.00
84	Symphony	84 (73q) 	Symphony	1770	61	I	Allegro	4/4	D	1	62	7	3	K2	V	false	27	1.00	28	1.00	4.00
84	Symphony	84 (73q) 	Symphony	1770	61	I	Allegro	4/4	D	1	62	7	4	K3	V	true	36	1.00	36	1.00	0.00
84	Symphony	84 (73q) 	Symphony	1770	61	I	Allegro	4/4	D	1	62	7	5	K4	V	false	42	1.00	43	1.00	4.00
84	Symphony	84 (73q) 	Symphony	1770	61	I	Allegro	4/4	D	1	62	7	6	K4	V	false	56	1.00	56	3.00	2.00
84	Symphony	84 (73q) 	Symphony	1770	61	I	Allegro	4/4	D	1	62	7	7	K4	 	false	62	1.00	63	1.00	4.00
84	Symphony	84 (73q) 	Symphony	1770	62	III	Allegro	2/4	D	1	92	6	1	K1	I	false	16	1.00	17	1.00	2.00
84	Symphony	84 (73q) 	Symphony	1770	62	III	Allegro	2/4	D	1	92	6	2	K2	V	false	24	1.00	25	1.00	2.00
84	Symphony	84 (73q) 	Symphony	1770	62	III	Allegro	2/4	D	1	92	6	3	K3	V	false	32	1.00	33	1.00	2.00
84	Symphony	84 (73q) 	Symphony	1770	62	III	Allegro	2/4	D	1	92	6	4	K4	V	false	48	1.00	49	1.00	2.00
84	Symphony	84 (73q) 	Symphony	1770	62	III	Allegro	2/4	D	1	92	6	5	K4	V	false	72	1.00	73	1.00	2.00
84	Symphony	84 (73q) 	Symphony	1770	62	III	Allegro	2/4	D	1	92	6	6	K4	 	false	92	1.00	93	1.00	2.00
87	Mitridate	87 (74a)	Opera	1770	63	Overture (I)	Allegro	4/4	D	1	34	3	1	K1	I	true	11	1.00	11	1.00	0.00
87	Mitridate	87 (74a)	Opera	1770	63	Overture (I)	Allegro	4/4	D	1	34	3	2	K2	V	false	14	1.00	15	1.00	4.00
87	Mitridate	87 (74a)	Opera	1770	63	Overture (I)	Allegro	4/4	D	1	34	3	3	K4	 	false	33	1.00	35	1.00	8.00
87	Mitridate	87 (74a)	Opera	1770	64	Overture (III)	Presto	3/8	D	1	67	4	1	K1	I	true	24	1.00	24	1.00	0.00
87	Mitridate	87 (74a)	Opera	1770	64	Overture (III)	Presto	3/8	D	1	67	4	2	K2	V	true	30	1.00	30	1.00	0.00
87	Mitridate	87 (74a)	Opera	1770	64	Overture (III)	Presto	3/8	D	1	67	4	3	K3	V	false	42	1.00	50	1.00	12.00
87	Mitridate	87 (74a)	Opera	1770	64	Overture (III)	Presto	3/8	D	1	67	4	4	K4	 	false	64	1.00	68	1.00	6.00
95	Symphony	95 (73n) 	Symphony	1770	65	I	Allegro	2/2	D	1	43	4	1	K1	I	true	17	1.00	17	1.00	0.00
95	Symphony	95 (73n) 	Symphony	1770	65	I	Allegro	2/2	D	1	43	4	2	K2	V	true	23	1.00	23	1.00	0.00
95	Symphony	95 (73n) 	Symphony	1770	65	I	Allegro	2/2	D	1	43	4	3	K3	V	true	26	1.00	35	1.00	36.00
95	Symphony	95 (73n) 	Symphony	1770	65	I	Allegro	2/2	D	1	43	4	4	K4	 	false	43	1.00	44	1.00	4.00
95	Symphony	95 (73n) 	Symphony	1770	66	IV	Allegro	2/4	D	1	59	3	1	K1	I	true	22	1.00	22	1.00	0.00
95	Symphony	95 (73n) 	Symphony	1770	66	IV	Allegro	2/4	D	1	59	3	2	K2	V	false	34	1.00	35	1.00	2.00
95	Symphony	95 (73n) 	Symphony	1770	66	IV	Allegro	2/4	D	1	59	3	3	K4	 	false	56	1.00	60	1.00	8.00
96	Symphony	96 (111b) 	Symphony	1771	67	I	Allegro	4/4	C	1	29	3	1	K1	I	false	8	3.00	9	1.00	2.00
96	Symphony	96 (111b) 	Symphony	1771	67	I	Allegro	4/4	C	1	29	3	2	K2	V	false	17	3.00	18	1.00	2.00
96	Symphony	96 (111b) 	Symphony	1771	67	I	Allegro	4/4	C	1	29	3	3	K4	 	false	29	1.00	29	4.00	3.00
96	Symphony	96 (111b) 	Symphony	1771	68	IV	Molto allegro	2/4	C	1	48	3	1	K1	V	false	16	1.00	17	1.00	2.00
96	Symphony	96 (111b) 	Symphony	1771	68	IV	Molto allegro	2/4	C	1	48	3	2	K3	V	false	24	1.00	25	1.00	2.00
96	Symphony	96 (111b) 	Symphony	1771	68	IV	Molto allegro	2/4	C	1	48	3	3	K4	 	false	48	1.00	49	1.00	2.00
97	Symphony	97 (73m) 	Symphony	1770	69	I	Allegro	4/4	D	1	37	5	1	K1	I	true	13	1.00	13	1.00	0.00
97	Symphony	97 (73m) 	Symphony	1770	69	I	Allegro	4/4	D	1	37	5	2	K2	V	true	18	1.00	18	1.00	0.00
97	Symphony	97 (73m) 	Symphony	1770	69	I	Allegro	4/4	D	1	37	5	3	K3	V	false	20	1.00	20	3.00	2.00
97	Symphony	97 (73m) 	Symphony	1770	69	I	Allegro	4/4	D	1	37	5	4	K4	V	true	34	1.00	34	1.00	0.00
97	Symphony	97 (73m) 	Symphony	1770	69	I	Allegro	4/4	D	1	37	5	5	K4	 	false	36	1.00	38	1.00	8.00
97	Symphony	97 (73m) 	Symphony	1770	70	IV	Presto	3/8	D	1	72	4	1	K1	I	true	25	1.00	25	1.00	0.00
97	Symphony	97 (73m) 	Symphony	1770	70	IV	Presto	3/8	D	1	72	4	2	K2	V	true	37	1.00	37	1.00	0.00
97	Symphony	97 (73m) 	Symphony	1770	70	IV	Presto	3/8	D	1	72	4	3	K3	V	false	39	1.00	41	1.00	3.00
97	Symphony	97 (73m) 	Symphony	1770	70	IV	Presto	3/8	D	1	72	4	4	K4	 	false	69	1.00	73	1.00	6.00
99	Cassation	99 (63a)	Cassation/Serenade/Divertimento	1769	71	II	Molto allegro	4/4	Bb	1	29	5	1	K1	I	false	6	3.00	7	1.00	2.00
99	Cassation	99 (63a)	Cassation/Serenade/Divertimento	1769	71	II	Molto allegro	4/4	Bb	1	29	5	2	K2	V	false	8	3.00	9	1.00	2.00
99	Cassation	99 (63a)	Cassation/Serenade/Divertimento	1769	71	II	Molto allegro	4/4	Bb	1	29	5	3	K3	V	false	13	3.00	14	1.00	2.00
99	Cassation	99 (63a)	Cassation/Serenade/Divertimento	1769	71	II	Molto allegro	4/4	Bb	1	29	5	4	K4	V	true	26	1.00	26	1.00	0.00
99	Cassation	99 (63a)	Cassation/Serenade/Divertimento	1769	71	II	Molto allegro	4/4	Bb	1	29	5	5	K4	 	false	28	1.00	30	1.00	8.00
100	Cassation	100 (62a) with March K. 62	Cassation/Serenade/Divertimento	1769	72	I	Allegro	4/4	D	1	47	7	1	K1	I	false	9	1.00	9	2.00	1.00
100	Cassation	100 (62a) with March K. 62	Cassation/Serenade/Divertimento	1769	72	I	Allegro	4/4	D	1	47	7	2	K2	V	false	10	1.00	10	2.00	1.00
100	Cassation	100 (62a) with March K. 62	Cassation/Serenade/Divertimento	1769	72	I	Allegro	4/4	D	1	47	7	3	K3	V	true	13	1.00	14	1.00	4.00
100	Cassation	100 (62a) with March K. 62	Cassation/Serenade/Divertimento	1769	72	I	Allegro	4/4	D	1	47	7	4	K4	V	false	29	1.00	29	2.00	1.00
100	Cassation	100 (62a) with March K. 62	Cassation/Serenade/Divertimento	1769	72	I	Allegro	4/4	D	1	47	7	5	K3	V	false	35	1.00	36	1.00	4.00
100	Cassation	100 (62a) with March K. 62	Cassation/Serenade/Divertimento	1769	72	I	Allegro	4/4	D	1	47	7	6	K4	V	true	42	1.00	42	1.00	0.00
100	Cassation	100 (62a) with March K. 62	Cassation/Serenade/Divertimento	1769	72	I	Allegro	4/4	D	1	47	7	7	K4	 	false	46	1.00	48	1.00	8.00
102	Symphony	- (208 [Overture, Aria No. 1] and 102 [213c])	Symphony	1775	73	I	Molto allegro	4/4	C	1	52	4	1	K1	I	true	16	1.00	16	1.00	0.00
102	Symphony	- (208 [Overture, Aria No. 1] and 102 [213c])	Symphony	1775	73	I	Molto allegro	4/4	C	1	52	4	2	K2	V	false	30	1.00	30	3.00	2.00
102	Symphony	- (208 [Overture, Aria No. 1] and 102 [213c])	Symphony	1775	73	I	Molto allegro	4/4	C	1	52	4	3	K4	V	false	38	1.00	42	1.00	16.00
102	Symphony	- (208 [Overture, Aria No. 1] and 102 [213c])	Symphony	1775	73	I	Molto allegro	4/4	C	1	52	4	4	K4	 	false	51	1.00	52	3.00	6.00
110	Symphony	110 (75b)	Symphony	1771	74	I	Allegro	3/4	G	1	69	5	1	K1	I	false	16	1.00	17	1.00	3.00
110	Symphony	110 (75b)	Symphony	1771	74	I	Allegro	3/4	G	1	69	5	2	K2	V	false	32	1.00	33	1.00	3.00
110	Symphony	110 (75b)	Symphony	1771	74	I	Allegro	3/4	G	1	69	5	3	K3	V	false	36	1.00	37	1.00	3.00
110	Symphony	110 (75b)	Symphony	1771	74	I	Allegro	3/4	G	1	69	5	4	K4	V	true	53	1.00	53	1.00	0.00
110	Symphony	110 (75b)	Symphony	1771	74	I	Allegro	3/4	G	1	69	5	5	K4	 	false	64	1.00	70	1.00	18.00
112	Symphony	112	Symphony	1771	75	I	Allegro	3/4	F	1	54	4	1	K1	I	true	10	1.00	10	1.00	0.00
112	Symphony	112	Symphony	1771	75	I	Allegro	3/4	F	1	54	4	2	K2	V	true	20	1.00	22	2.00	7.00
112	Symphony	112	Symphony	1771	75	I	Allegro	3/4	F	1	54	4	3	K3	V	false	23	1.00	24	1.00	3.00
112	Symphony	112	Symphony	1771	75	I	Allegro	3/4	F	1	54	4	4	K4	 	false	43	1.00	55	1.00	36.00
113	Divertimento	113	Cassation/Serenade/Divertimento	1771	76	I	Allegro	4/4	Eb	1	27	4	1	K1	I	true	6	1.00	9	1.00	12.00
113	Divertimento	113	Cassation/Serenade/Divertimento	1771	76	I	Allegro	4/4	Eb	1	27	4	2	K2	V	true	12	1.00	12	1.00	0.00
113	Divertimento	113	Cassation/Serenade/Divertimento	1771	76	I	Allegro	4/4	Eb	1	27	4	3	K3	V	false	16	1.00	16	3.00	2.00
113	Divertimento	113	Cassation/Serenade/Divertimento	1771	76	I	Allegro	4/4	Eb	1	27	4	4	K4	 	false	26	1.00	28	1.00	8.00
113	Divertimento	113	Cassation/Serenade/Divertimento	1771	77	IV	Allegro	2/4	Eb	1	50	2	1	K2	V	false	16	1.00	17	1.00	2.00
113	Divertimento	113	Cassation/Serenade/Divertimento	1771	77	IV	Allegro	2/4	Eb	1	50	2	2	K4	 	false	47	1.00	51	1.00	8.00
114	Symphony	114	Symphony	1771	78	I	Allegro moderato	2/2	A	1	59	4	1	K1	I	true	16	1.00	18	1.00	8.00
114	Symphony	114	Symphony	1771	78	I	Allegro moderato	2/2	A	1	59	4	2	K2	V	true	26	1.00	26	1.00	0.00
114	Symphony	114	Symphony	1771	78	I	Allegro moderato	2/2	A	1	59	4	3	K3	V	false	34	1.00	37	1.00	12.00
114	Symphony	114	Symphony	1771	78	I	Allegro moderato	2/2	A	1	59	4	4	K4	 	false	57	1.00	60	1.00	12.00
114	Symphony	114	Symphony	1771	79	IV	Molto allegro	2/4	A	1	73	5	1	K1	I	true	16	1.00	16	1.00	0.00
114	Symphony	114	Symphony	1771	79	IV	Molto allegro	2/4	A	1	73	5	2	K2	V	false	26	1.00	28	1.00	4.00
114	Symphony	114	Symphony	1771	79	IV	Molto allegro	2/4	A	1	73	5	3	K4	V	false	48	1.00	48	2.00	1.00
114	Symphony	114	Symphony	1771	79	IV	Molto allegro	2/4	A	1	73	5	4	K4	V	true	64	1.00	64	1.00	0.00
114	Symphony	114	Symphony	1771	79	IV	Molto allegro	2/4	A	1	73	5	5	K4	 	false	72	1.00	74	1.00	4.00
118	Betulia liberata	118 (74c)	Oratorio/cantata	1771	80	Overture (I)	Allegro	4/4	d	1	22	2	1	K1	III	false	16	1.00	17	1.00	4.00
118	Betulia liberata	118 (74c)	Oratorio/cantata	1771	80	Overture (I)	Allegro	4/4	d	1	22	2	2	K4	 	true	22	1.00	22	1.00	0.00
118	Betulia liberata	118 (74c)	Oratorio/cantata	1771	81	Overture (III)	Presto	2/4	d	101	35	2	1	K2	III	false	115	1.00	116	1.00	2.00
118	Betulia liberata	118 (74c)	Oratorio/cantata	1771	81	Overture (III)	Presto	2/4	d	101	35	2	2	K4	 	true	134	1.00	135	1.00	2.00
120	Symphony	- (111 [Overture and No. 1] and 120 [111a])	Symphony	1771	82	I	Allegro assai	4/4	D	1	66	5	1	K1	I	true	9	1.00	9	1.00	0.00
120	Symphony	- (111 [Overture and No. 1] and 120 [111a])	Symphony	1771	82	I	Allegro assai	4/4	D	1	66	5	2	K2	V	true	29	1.00	29	1.00	0.00
120	Symphony	- (111 [Overture and No. 1] and 120 [111a])	Symphony	1771	82	I	Allegro assai	4/4	D	1	66	5	3	K3	V	false	33	1.00	34	1.00	4.00
120	Symphony	- (111 [Overture and No. 1] and 120 [111a])	Symphony	1771	82	I	Allegro assai	4/4	D	1	66	5	4	K4	V	true	46	1.00	46	1.00	0.00
120	Symphony	- (111 [Overture and No. 1] and 120 [111a])	Symphony	1771	82	I	Allegro assai	4/4	D	1	66	5	5	K4	 	true	66	1.00	66	1.00	0.00
121	Symphony	- (196 [Overture] and 121 [207a])	Symphony	1775	83	I	Molto allegro	4/4	D	1	39	5	1	K1	I	false	9	1.00	9	2.00	1.00
121	Symphony	- (196 [Overture] and 121 [207a])	Symphony	1775	83	I	Molto allegro	4/4	D	1	39	5	2	K2	V	true	18	1.00	18	1.00	0.00
121	Symphony	- (196 [Overture] and 121 [207a])	Symphony	1775	83	I	Molto allegro	4/4	D	1	39	5	3	K3	V	false	26	1.00	27	1.00	4.00
121	Symphony	- (196 [Overture] and 121 [207a])	Symphony	1775	83	I	Molto allegro	4/4	D	1	39	5	4	K4	V	true	33	1.00	33	1.00	0.00
121	Symphony	- (196 [Overture] and 121 [207a])	Symphony	1775	83	I	Molto allegro	4/4	D	1	39	5	5	K4	 	false	39	1.00	39	3.00	2.00
121	Symphony	- (196 [Overture] and 121 [207a])	Symphony	1775	84	III	Allegro	3/8	D	1	73	3	1	K1	I	false	20	1.00	21	1.00	1.50
121	Symphony	- (196 [Overture] and 121 [207a])	Symphony	1775	84	III	Allegro	3/8	D	1	73	3	2	K2	V	false	42	1.00	43	1.00	1.50
121	Symphony	- (196 [Overture] and 121 [207a])	Symphony	1775	84	III	Allegro	3/8	D	1	73	3	3	K4	 	false	62	1.00	74	1.00	18.00
124	Symphony	124	Symphony	1772	85	I	Allegro	3/4	G	1	36	3	1	K1	I	false	4	1.00	5	1.00	3.00
124	Symphony	124	Symphony	1772	85	I	Allegro	3/4	G	1	36	3	2	K2	V	false	12	1.00	13	1.00	3.00
124	Symphony	124	Symphony	1772	85	I	Allegro	3/4	G	1	36	3	3	K4	 	false	36	1.00	37	1.00	3.00
128	Symphony	128	Symphony	1772	86	I	Allegro maestoso	3/4	C	1	53	5	1	K1	I	true	9	1.00	9	1.00	0.00
128	Symphony	128	Symphony	1772	86	I	Allegro maestoso	3/4	C	1	53	5	2	K2	V	true	16	1.00	18	1.00	6.00
128	Symphony	128	Symphony	1772	86	I	Allegro maestoso	3/4	C	1	53	5	3	K3	V	true	19	1.00	19	1.00	0.00
128	Symphony	128	Symphony	1772	86	I	Allegro maestoso	3/4	C	1	53	5	4	K4	V	true	27	1.00	27	1.00	0.00
128	Symphony	128	Symphony	1772	86	I	Allegro maestoso	3/4	C	1	53	5	5	K4	 	false	46	1.00	54	1.00	24.00
129	Symphony	129	Symphony	1772	87	I	Allegro	4/4	G	1	46	5	1	K1	I	true	9	1.00	9	1.00	0.00
129	Symphony	129	Symphony	1772	87	I	Allegro	4/4	G	1	46	5	2	K2	V	false	16	1.00	18	1.00	8.00
129	Symphony	129	Symphony	1772	87	I	Allegro	4/4	G	1	46	5	3	K4	V	true	26	1.00	26	1.00	0.00
129	Symphony	129	Symphony	1772	87	I	Allegro	4/4	G	1	46	5	4	K4	V	false	41	1.00	41	2.00	1.00
129	Symphony	129	Symphony	1772	87	I	Allegro	4/4	G	1	46	5	5	K4	 	false	45	1.00	47	1.00	8.00
129	Symphony	129	Symphony	1772	88	III	Allegro	3/8	G	1	79	5	1	K1	I	false	16	1.00	17	1.00	1.50
129	Symphony	129	Symphony	1772	88	III	Allegro	3/8	G	1	79	5	2	K3	V	false	24	1.00	25	1.00	1.50
129	Symphony	129	Symphony	1772	88	III	Allegro	3/8	G	1	79	5	3	K4	V	false	45	1.00	46	1.00	1.50
129	Symphony	129	Symphony	1772	88	III	Allegro	3/8	G	1	79	5	4	K4	V	false	71	1.00	72	1.00	1.50
129	Symphony	129	Symphony	1772	88	III	Allegro	3/8	G	1	79	5	5	K4	 	false	79	1.00	80	1.00	1.50
130	Symphony	130	Symphony	1772	89	I	Allegro	4/4	F	1	62	6	1	K1	I	true	10	1.00	18	1.00	32.00
130	Symphony	130	Symphony	1772	89	I	Allegro	4/4	F	1	62	6	2	K2	V	false	25	1.00	25	3.00	2.00
130	Symphony	130	Symphony	1772	89	I	Allegro	4/4	F	1	62	6	3	K3	V	false	29	1.00	30	1.00	4.00
130	Symphony	130	Symphony	1772	89	I	Allegro	4/4	F	1	62	6	4	K4	V	false	48	1.00	49	1.00	4.00
130	Symphony	130	Symphony	1772	89	I	Allegro	4/4	F	1	62	6	5	K4	V	true	58	1.00	58	1.00	0.00
